% Model:              NoGradingFinal.mph
% Version:            COMSOL 4.3.2.164
% Date:               Mar 19 2014, 20:04
% Dimension:          2
% Nodes:              306
% Expressions:        4
% Description:        Electric field, r component, Electric field, z component, Electric field norm, Electric potential
% Length unit:        mm
% r                       z                        es.Er (V/m)              es.Ez (V/m)              es.normE (V/m)           V (V)
48.55206526267574         2975                     -6.705522537231445E-8    2.1606683731079102E-7    2.26232803623214E-7      274999.9999999998
50                        2975                     -1.9371509552001953E-7   2.9802322387695312E-8    1.959941750461743E-7     275000
0                         2975                     -6.891787052154541E-8    -4.6566128730773926E-10  6.891944368361511E-8     275000
15.200117651098191        2975                     7.450580596923828E-9     7.450580596923828E-9     1.0536712127723509E-8    275000.0000000004
52.01902248213692         2975                     -9.5367431640625E-7      1.1920928955078125E-7    9.610960183499514E-7     275000
52.099999999999994        2975                     5097452.221627235        0                        5097452.221627235        275000
52.000000000000014        2975                     0                        0                        0                        275000
56.8190224821369          2975                     0.1866159439086914       0.025006592273712158     0.18828393499732138      252058.97994297754
56.9                      2975                     0.18663358688354492      0.02501763502014561      0.18830288849356222      252058.97992786506
56.800000000000004        2975                     0.1869058609008789       0.024992316961288452     0.18856939504116835      252058.97994653336
61.61902248213691         2975                     0.17231178283691406      0.054218173027038574     0.18064041848607892      230990.4564255043
61.699999999999996        2975                     0.17212438583374023      0.05424196363535437      0.18046881951645105      230990.45641157072
61.6                      2975                     4309043.876593083        0.05421901393948618      4309043.876593084        230990.4564287814
66.41902248213691         2975                     0.15960025787353516      0.03235512971878052      0.16284685054497688      211501.068456858
66.5                      2975                     3993611.402225852        0.03236451745035918      3993611.4022258525       211501.0684439272
66.4                      2975                     3997724.9584209174       0.032343085466402036     3997724.9584209174       211501.0684598987
71.21902248213691         2975                     0.14892196655273438      0.025559067726135254     0.15109936487279788      193363.71101158686
71.3                      2975                     3727667.22399348         0.02556749231141922      3727667.22399348         193363.71099951933
71.2                      2975                     0.14910316467285156      0.02554798126220703      0.15127608225371772      193363.71101442399
76.06824663576394         2975                     0.13983419258147478      -0.0798763632774353      0.16103985477310204      176396.50934869412
76.09999999999998         2975                     3495263.0799040794       -0.07987594604491038     3495263.0799040804       176396.5093442543
76                        2975                     0.1398884253576398       -0.0798768401145935      0.16108718488983625      176396.5093582392
80.8190224821369          2975                     0.13167190551757812      -0.07856860756874084     0.1533313953432917       160456.09756571992
80.90000000000002         2975                     0.13169121742248535      -0.07855152711269783     0.15333922902490807      160456.0975550654
80.79999999999998         2975                     3291897.787519783        -0.07856809115882325     3291897.7875197837       160456.09756822383
85.6                      2975                     3111133.429636121        -0.17394904152292237     3111133.4296361255       145416.30941992908
85.68097751786308         2975                     0.12456560134887695      -0.17396783828735352     0.2139658799850624       145416.30940983963
85.69999999999997         2975                     0.12460803985595703      -0.1739702820777893      0.21399257613984965      145416.309407469
90.39999999999999         2975                     0.11812901496887207      -0.1952904254714909      0.22823850345275212      131181.57547648926
90.48097751786311         2975                     0.11817073822021484      -0.1953047513961792      0.22827235769894239      131181.57546692432
90.5                      2975                     2949950.693049133        -0.19530983755892092     2949950.6930491393       131181.57546467657
95.21902248213691         2975                     0.11203622817993164      -0.11190459132194519     0.1583500994117695       117664.42408905635
95.29999999999997         2975                     2807610.1682602614       -0.1118994802236557      2807610.1682602637       117664.42407997255
95.19999999999997         2975                     0.11211299896240234      -0.11191140115261078     0.1584092366129078       117664.42409118981
100.01902248213692        2975                     0.1070561408996582       -0.13175787031650543     0.16976794071516724      104783.41096360714
100.1                     2975                     0.10719728469848633      -0.13174679502847558     0.16984839076954333      104783.41095493812
100                       2975                     2675655.930600822        -0.1317575486658051      2675655.930600825        104783.41096564288
104.81902248213689        2975                     0.1024169921875          -0.13439948856830597     0.16897474017188677      92475.39096901342
104.89999999999996        2975                     0.10258686542510986      -0.13438976369804367     0.1690700255650469       92475.39096071811
104.80000000000001        2975                     2559496.06159921         -0.13439916823171502     2559496.061599213        92475.39097096078
109.61902248213691        2975                     0.0981137752532959       -0.15224172174930573     0.1811183445585987       80684.44646418074
109.69999999999999        2975                     2460305.83601965         -0.15223817527290454     2460305.8360196548       80684.44645622328
109.60000000000002        2975                     0.09813833236694336      -0.15224634110927582     0.18113553119398362      80684.44646604838
114.4190224821369         2975                     0.09432625770568848      -0.16582906246185303     0.19077924638109123      69361.66056064077
114.5                     2975                     2366002.028711483        -0.16582602262513588     2366002.0287114885       69361.66055298943
114.39999999999999        2975                     0.09433317184448242      -0.16583304107189178     0.19078612324116342      69361.66056243605
119.19999999999999        2975                     0.09087848663330078      -0.17762675881385803     0.19952484752400018      58463.46854378318
119.21902248213691        2975                     0.09088754653930664      -0.17762339115142822     0.19952597625389007      58463.4685420536
119.3                     2975                     0.09122514724731445      -0.17762085357395635     0.19967772813870616      58463.46853468008
123.99999999999999        2975                     2194035.2678206787       -0.22828652058304916     2194035.2678206903       47950.81068287863
124.08097751786309        2975                     0.0880744457244873       -0.2282927930355072      0.24469308805446177      47950.81067575676
124.10000000000002        2975                     0.08815431594848633      -0.22829356789588928     0.24472257060389946      47950.81067408039
128.8                     2975                     2122049.077634126        -0.21573433294171984     2122049.077634137        37790.5157656872
128.81902248213692        2975                     0.08495950698852539      -0.21573445200920105     0.23186088849015388      37790.51576407196
128.89999999999998        2975                     0.08529400825500488      -0.21573047498719203     0.231979968278307        37790.51575718068
133.6                     2975                     0.08227574825286865      -0.21708561480045319     0.23215396379097247      27947.20321114992
133.61902248213693        2975                     0.08234214782714844      -0.21708399802446365     0.23217599252953203      27947.203209583837
